Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-13,,,,,,0.26,0
2016-01-14,36.80329845467319,37.697379156258236,36.62083222408864,37.496665954589844,7326800.0,0.0,0
2016-01-15,36.35624774808636,37.332437848085206,36.265016394540936,36.985755920410156,10464800.0,0.0,0
2016-01-19,37.496660460039365,37.697373632296376,36.61170511379957,36.88540267944336,7997300.0,0.0,0
2016-01-20,36.24676531565742,36.748544663737476,35.65375462438196,36.456600189208984,11279900.0,0.0,0
2016-01-21,36.65731812879773,36.65731812879773,35.79973155741422,36.0186882019043,10089500.0,0.0,0
2016-01-22,36.67555949251587,36.67555949251587,36.255889754483604,36.52046203613281,8854600.0,0.0,0
2016-01-25,36.520474992472785,36.639078562342306,36.10993033106581,36.18291473388672,5304600.0,0.0,0
2016-01-26,36.36538243548976,36.89453068821672,36.17379445503279,36.63908004760742,5360400.0,0.0,0
2016-01-27,36.44748713393985,37.852472427632456,36.401871451470036,36.921897888183594,10530700.0,0.0,0
2016-01-28,35.04250031437619,35.12460993134792,32.84379110463701,33.49154281616211,23544400.0,0.0,0
2016-01-29,33.4733009930936,34.54984792319726,33.46417924769612,34.53160095214844,16124300.0,0.0,0
2016-02-01,32.99889276177617,35.316206062009165,32.99889276177617,35.079002380371094,14252500.0,0.0,0
2016-02-02,34.66844591876246,35.334444593781974,34.50422668599016,34.55896759033203,9632400.0,0.0,0
2016-02-03,34.87827538437664,35.04249459150106,33.84734446859622,34.68668746948242,6914000.0,0.0,0
2016-02-04,34.467735413868326,34.86916178289609,34.23965351519476,34.67757034301758,5103800.0,0.0,0
2016-02-05,34.878281025045084,34.98775935408242,33.86559691075308,34.13017272949219,5750200.0,0.0,0
2016-02-08,33.929448663880365,34.33999661625098,33.47328504574685,34.175777435302734,7802000.0,0.0,0
2016-02-09,33.71962483777551,34.46773313759901,33.63751522046545,33.75611877441406,8691600.0,0.0,0
2016-02-10,34.28527569004418,34.83267090283122,33.86560231463663,33.94771194458008,7909400.0,0.0,0
2016-02-11,33.24520778443543,33.6192618632633,32.86203196330806,33.15397644042969,7724000.0,0.0,0
2016-02-12,33.48242041814796,33.89296849498727,33.208722860339506,33.87472152709961,6424800.0,0.0,0
2016-02-16,33.874722407696524,34.677568134104746,33.865597183388836,34.659324645996094,7960200.0,0.0,0
2016-02-17,35.00601449047991,35.179358988844406,34.88741438978795,35.079002380371094,6358900.0,0.0,0
2016-02-18,34.97862831796257,35.48040762969283,34.86915001800835,34.95125961303711,5617800.0,0.0,0
2016-02-19,34.96038959889955,35.261459345086955,34.7961703701161,35.1519775390625,5735000.0,0.0,0
2016-02-22,35.151974539081856,35.799729655225434,35.151974539081856,35.726741790771484,4946300.0,0.0,0
